request-method;request-path;response-status;tiempo;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;4,8455;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;4,3028;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;2,6906;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;9,8211;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;5,8257;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;7,059;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;9,944;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;7,4905;;;;
GET;/flight-crew-member/flight-assignment/planned-list;200;7,6015;;;;
POST;/flight-crew-member/flight-assignment/publish;200;45,3018;;;;
POST;/flight-crew-member/flight-assignment/publish;200;57,0215;;;;
POST;/flight-crew-member/flight-assignment/publish;200;67,1268;;;;
POST;/flight-crew-member/flight-assignment/publish;200;87,4609;;;;
POST;/flight-crew-member/flight-assignment/publish;200;65,6121;;;;
POST;/flight-crew-member/flight-assignment/publish;200;68,706;;;;
POST;/flight-crew-member/flight-assignment/publish;200;85,4551;;;;
POST;/flight-crew-member/flight-assignment/publish;200;73,8659;;;;
POST;/flight-crew-member/flight-assignment/publish;200;83,8249;;;;
POST;/flight-crew-member/flight-assignment/publish;200;71,3162;;;;
POST;/flight-crew-member/flight-assignment/publish;200;22,5586;;;;
POST;/flight-crew-member/flight-assignment/publish;500;11,8076;;;;
GET;/flight-crew-member/flight-assignment/publish;500;10,5259;;;;
GET;/flight-crew-member/flight-assignment/publish;500;22,5982;;;;
GET;/flight-crew-member/flight-assignment/publish;500;22,3181;;;;
GET;/flight-crew-member/flight-assignment/publish;500;21,2927;;;;
GET;/flight-crew-member/flight-assignment/publish;500;27,5637;;;;
GET;/flight-crew-member/flight-assignment/publish;200;41,5854;;;;
POST;/flight-crew-member/flight-assignment/publish;500;22,3598;;;;
GET;/flight-crew-member/flight-assignment/publish;200;36,6037;;;;
POST;/flight-crew-member/flight-assignment/publish;500;26,1063;;;;
GET;/flight-crew-member/flight-assignment/publish;200;37,6416;;;;
POST;/flight-crew-member/flight-assignment/publish;500;29,6768;;;;
GET;/flight-crew-member/flight-assignment/publish;200;49,2519;;;;
POST;/flight-crew-member/flight-assignment/publish;500;23,6141;;;;
GET;/flight-crew-member/flight-assignment/publish;200;47,5075;;;;
POST;/flight-crew-member/flight-assignment/publish;500;22,0708;;;;
GET;/flight-crew-member/flight-assignment/publish;200;35,5019;;;;
POST;/flight-crew-member/flight-assignment/publish;500;22,0313;;;;
GET;/flight-crew-member/flight-assignment/publish;200;49,9756;;;;
POST;/flight-crew-member/flight-assignment/publish;500;23,8217;;;;
GET;/flight-crew-member/flight-assignment/publish;200;39,4305;;;;
POST;/flight-crew-member/flight-assignment/publish;500;24,4587;;;;
POST;/flight-crew-member/flight-assignment/publish;200;18,7172;;;;
POST;/flight-crew-member/flight-assignment/publish;200;61,9739;;;;
POST;/flight-crew-member/flight-assignment/publish;500;25,2323;;;;
POST;/flight-crew-member/flight-assignment/publish;500;25,031;;;;
POST;/flight-crew-member/flight-assignment/publish;500;28,8364;;;;
POST;/flight-crew-member/flight-assignment/publish;500;21,6541;;;;
GET;/flight-crew-member/flight-assignment/show;200;92,3652;;;;
GET;/flight-crew-member/flight-assignment/show;200;65,2545;;;;
GET;/flight-crew-member/flight-assignment/show;200;87,7406;;;;
GET;/flight-crew-member/flight-assignment/show;200;82,6881;;;;
GET;/flight-crew-member/flight-assignment/show;200;73,5079;;;;
GET;/flight-crew-member/flight-assignment/show;200;43,5589;;;;
GET;/flight-crew-member/flight-assignment/show;200;42,937;;;;
GET;/flight-crew-member/flight-assignment/show;200;43,8636;;;;
GET;/flight-crew-member/flight-assignment/show;200;41,9167;;;;
GET;/flight-crew-member/flight-assignment/show;200;43,5127;;;;
GET;/flight-crew-member/flight-assignment/show;200;49,8303;;;;
GET;/flight-crew-member/flight-assignment/show;200;43,3024;;;;
GET;/flight-crew-member/flight-assignment/show;200;43,1424;;;;
GET;/flight-crew-member/flight-assignment/show;200;45,7801;;;;
GET;/flight-crew-member/flight-assignment/show;200;22,2789;;;;
GET;/flight-crew-member/flight-assignment/show;200;42,1751;;;;
GET;/flight-crew-member/flight-assignment/show;200;26,5619;;;;
GET;/flight-crew-member/flight-assignment/show;200;22,2304;;;;
GET;/flight-crew-member/flight-assignment/show;200;20,7421;;;;
GET;/flight-crew-member/flight-assignment/show;200;20,5605;;;;
GET;/flight-crew-member/flight-assignment/show;200;21,5535;;;;
GET;/flight-crew-member/flight-assignment/show;200;21,4173;;;;
GET;/flight-crew-member/flight-assignment/show;200;34,9734;;;;
GET;/flight-crew-member/flight-assignment/show;200;36,8503;;;;
GET;/flight-crew-member/flight-assignment/show;500;23,7343;;;;
GET;/flight-crew-member/flight-assignment/show;500;23,2634;;;;
GET;/flight-crew-member/flight-assignment/show;500;22,9657;;;;
GET;/flight-crew-member/flight-assignment/show;200;34,6795;;;;
GET;/flight-crew-member/flight-assignment/show;200;39,5777;;;;
GET;/flight-crew-member/flight-assignment/show;200;41,3077;;;;
GET;/flight-crew-member/flight-assignment/show;200;49,2606;;;;
GET;/flight-crew-member/flight-assignment/show;200;53,4144;;;;
GET;/flight-crew-member/flight-assignment/show;200;39,0757;;;;
GET;/flight-crew-member/flight-assignment/show;200;38,926;;;;
GET;/flight-crew-member/flight-assignment/show;200;42,6717;;;;
GET;/flight-crew-member/flight-assignment/show;200;35,1563;;;;
GET;/flight-crew-member/flight-assignment/show;200;58,0132;;;;
GET;/flight-crew-member/flight-assignment/show;200;39,7815;;;;
GET;/flight-crew-member/flight-assignment/show;200;33,4444;;;;
POST;/flight-crew-member/flight-assignment/update;200;36,0366;;;;
POST;/flight-crew-member/flight-assignment/update;200;37,2855;;;;
POST;/flight-crew-member/flight-assignment/update;200;34,052;;;;
POST;/flight-crew-member/flight-assignment/update;200;44,2672;;;;
POST;/flight-crew-member/flight-assignment/update;200;32,1021;;;;
POST;/flight-crew-member/flight-assignment/update;200;51,2812;;;;
POST;/flight-crew-member/flight-assignment/update;200;49,2383;;;;
POST;/flight-crew-member/flight-assignment/update;200;43,792;;;;
POST;/flight-crew-member/flight-assignment/update;200;45,0516;;;;
POST;/flight-crew-member/flight-assignment/update;200;49,7144;;;;
POST;/flight-crew-member/flight-assignment/update;200;35,5626;;;;
POST;/flight-crew-member/flight-assignment/update;200;14,6381;;;;
GET;/flight-crew-member/flight-assignment/update;200;50,5964;;;;
POST;/flight-crew-member/flight-assignment/update;200;77,5425;;;;
POST;/flight-crew-member/flight-assignment/update;500;23,4694;;;;
GET;/flight-crew-member/flight-assignment/update;200;52,4173;;;;
POST;/flight-crew-member/flight-assignment/update;500;25,3608;;;;
POST;/flight-crew-member/flight-assignment/update;200;64,1261;;;;
GET;/flight-crew-member/flight-assignment/update;500;22,2773;;;;
GET;/flight-crew-member/flight-assignment/update;500;19,7793;;;;
GET;/flight-crew-member/flight-assignment/update;500;21,7896;;;;
GET;/flight-crew-member/flight-assignment/update;500;26,0419;;;;
GET;/flight-crew-member/flight-assignment/update;200;39,2087;;;;
POST;/flight-crew-member/flight-assignment/update;500;21,3204;;;;
GET;/flight-crew-member/flight-assignment/update;200;44,2764;;;;
POST;/flight-crew-member/flight-assignment/update;500;23,3048;;;;
GET;/flight-crew-member/flight-assignment/update;500;24,2073;;;;
GET;/flight-crew-member/flight-assignment/update;200;49,9471;;;;
GET;/flight-crew-member/flight-assignment/update;200;34,6534;;;;
GET;/flight-crew-member/flight-assignment/update;200;53,8182;;;;
GET;/flight-crew-member/flight-assignment/update;200;34,4253;;;;
POST;/flight-crew-member/flight-assignment/update;500;23,4085;;;;
GET;/flight-crew-member/flight-assignment/update;200;38,6061;;;;
POST;/flight-crew-member/flight-assignment/update;500;31,8132;;;;
GET;/flight-crew-member/flight-assignment/update;200;45,1163;;;;
POST;/flight-crew-member/flight-assignment/update;500;23,4213;;;;
GET;/flight-crew-member/flight-assignment/update;200;37,8834;;;;
POST;/flight-crew-member/flight-assignment/update;500;21,3318;;;;
